-1.1561,-3.8504,3.0000
-1.1058,-3.8765,3.0000
-1.0496,-3.9087,3.0000
-0.9935,-3.9375,3.0000
-0.9445,-3.9629,3.0000
-0.8950,-3.9872,3.0000
-0.8530,-4.0075,3.0000
-0.8151,-4.0338,3.0000
-0.7769,-4.0561,3.0000
-0.7459,-4.0772,3.0000
-0.7048,-4.1053,3.0000
-0.6634,-4.1330,3.0000
-0.6149,-4.1694,3.0000
-0.5661,-4.2017,3.0000
-0.5248,-4.2329,3.0000
-0.4834,-4.2635,3.0000
-0.4418,-4.2972,3.0000
-0.3993,-4.3296,3.0000
-0.3499,-4.3707,3.0000
-0.3000,-4.4076,3.0000
-0.2575,-4.4435,3.0000
-0.2077,-4.4837,3.0000
-0.1647,-4.5186,3.0000
-0.1221,-4.5575,3.0000
-0.0723,-4.6010,3.0000
-0.0220,-4.6440,3.0000
0.0284,-4.6869,3.0000
0.0715,-4.7250,3.0000
0.1147,-4.7662,3.0000
0.1657,-4.8119,3.0000
0.2124,-4.8502,3.0000
0.2555,-4.8889,3.0000
0.3032,-4.9345,3.0000
0.3436,-4.9753,3.0000
0.3841,-5.0193,3.0000
0.4315,-5.0686,3.0000
0.4789,-5.1178,3.0000
0.5221,-5.1600,3.0000
0.5614,-5.2024,3.0000
0.6059,-5.2512,3.0000
0.6461,-5.2932,3.0000
0.6829,-5.3352,3.0000
0.7241,-5.3840,3.0000
0.7648,-5.4333,3.0000
0.8002,-5.4763,3.0000
0.8378,-5.5258,3.0000
0.8830,-5.5822,3.0000
0.9230,-5.6322,3.0000
0.9630,-5.6822,3.0000
1.0100,-5.7366,3.0000
1.0568,-5.7882,3.0000
1.1038,-5.8391,3.0000
1.1552,-5.8939,3.0000
1.2100,-5.9489,3.0000
1.2714,-5.9963,3.0000
1.3371,-6.0464,3.0000
1.3954,-6.0899,3.0000
1.4490,-6.1274,3.0000
1.5140,-6.1633,3.0000
1.5732,-6.1997,3.0000
1.6342,-6.2378,3.0000
1.7022,-6.2682,3.0000
1.7706,-6.2948,3.0000
1.8277,-6.3155,3.0000
1.8772,-6.3333,3.0000
1.9388,-6.3534,3.0000
2.0002,-6.3706,3.0000
2.0615,-6.3879,3.0000
2.1351,-6.3985,3.0000
2.1963,-6.4021,3.0000
2.2463,-6.4092,3.0000
2.3070,-6.4195,3.0000
2.3680,-6.4259,3.0000
2.4180,-6.4305,3.0000
2.4903,-6.4356,3.0000
2.5627,-6.4319,3.0000
2.6127,-6.4286,3.0000
2.6627,-6.4254,3.0000
2.7352,-6.4226,3.0000
2.8080,-6.4104,3.0000
2.8580,-6.3985,3.0000
2.9080,-6.3872,3.0000
2.9697,-6.3739,3.0000
3.0191,-6.3594,3.0000
3.0695,-6.3502,3.0000
3.1306,-6.3340,3.0000
3.1919,-6.3184,3.0000
3.2593,-6.2939,3.0000
3.3201,-6.2699,3.0000
3.3697,-6.2491,3.0000
3.4196,-6.2289,3.0000
3.4806,-6.2059,3.0000
3.5481,-6.1749,3.0000
3.6043,-6.1429,3.0000
3.6608,-6.1119,3.0000
3.7278,-6.0741,3.0000
3.7945,-6.0322,3.0000
3.8495,-5.9888,3.0000
3.9049,-5.9462,3.0000
3.9649,-5.8938,3.0000
4.0216,-5.8423,3.0000
4.0740,-5.7932,3.0000
4.1247,-5.7432,3.0000
4.1812,-5.6784,3.0000
4.2307,-5.6197,3.0000
4.2810,-5.5617,3.0000
4.3299,-5.4897,3.0000
4.3680,-5.4222,3.0000
4.3999,-5.3644,3.0000
4.4328,-5.3071,3.0000
4.4647,-5.2401,3.0000
4.4932,-5.1734,3.0000
4.5182,-5.1067,3.0000
4.5398,-5.0399,3.0000
4.5510,-4.9889,3.0000
4.5674,-4.9387,3.0000
4.5871,-4.8717,3.0000
4.5989,-4.8110,3.0000
4.6084,-4.7610,3.0000
4.6210,-4.7006,3.0000
4.6296,-4.6400,3.0000
4.6340,-4.6004,3.0000
4.6440,-4.5616,3.0000
4.6596,-4.5019,3.0000
4.6710,-4.4417,3.0000
4.6805,-4.3917,3.0000
4.6902,-4.3417,3.0000
4.7001,-4.2917,3.0000
4.7075,-4.2529,3.0000
4.7220,-4.2052,3.0000
4.7344,-4.1447,3.0000
4.7445,-4.0947,3.0000
4.7547,-4.0447,3.0000
4.7623,-4.0069,3.0000
4.7750,-3.9699,3.0000
4.7912,-3.9199,3.0000
4.8104,-3.8594,3.0000
4.8251,-3.7983,3.0000
4.8375,-3.7483,3.0000
4.8503,-3.6983,3.0000
4.8636,-3.6483,3.0000
4.8774,-3.5983,3.0000
4.8919,-3.5483,3.0000
4.9063,-3.4721,3.0000
4.9118,-3.3955,3.0000
4.9151,-3.3305,3.0000
4.9144,-3.2658,3.0000
4.9177,-3.2158,3.0000
4.9208,-3.1383,3.0000
4.9150,-3.0602,3.0000
4.9065,-2.9947,3.0000
4.8938,-2.9293,3.0000
4.8811,-2.8638,3.0000
4.8582,-2.7893,3.0000
4.8378,-2.7239,3.0000
4.8175,-2.6583,3.0000
4.7870,-2.5833,3.0000
4.7525,-2.5083,3.0000
4.7175,-2.4483,3.0000
4.6831,-2.3879,3.0000
4.6446,-2.3281,3.0000
4.6065,-2.2682,3.0000
4.5606,-2.1939,3.0000
4.5050,-2.1291,3.0000
4.4501,-2.0670,3.0000
4.3994,-2.0121,3.0000
4.3486,-1.9575,3.0000
4.2854,-1.8974,3.0000
4.2291,-1.8488,3.0000
4.1665,-1.7912,3.0000
4.1000,-1.7374,3.0000
4.0483,-1.6991,3.0000
3.9966,-1.6607,3.0000
3.9450,-1.6223,3.0000
3.8848,-1.5777,3.0000
3.8244,-1.5370,3.0000
3.7731,-1.5016,3.0000
3.7221,-1.4660,3.0000
3.6715,-1.4306,3.0000
3.6209,-1.3951,3.0000
3.5620,-1.3525,3.0000
3.5032,-1.3135,3.0000
3.4620,-1.2859,3.0000
3.4118,-1.2496,3.0000
3.3470,-1.2130,3.0000
3.2965,-1.1806,3.0000
3.2379,-1.1412,3.0000
3.1789,-1.1058,3.0000
3.1202,-1.0699,3.0000
3.0554,-1.0407,3.0000
3.0049,-1.0150,3.0000
2.9461,-0.9828,3.0000
2.8870,-0.9544,3.0000
2.8371,-0.9307,3.0000
2.7869,-0.9079,3.0000
2.7459,-0.8903,3.0000
2.6970,-0.8614,3.0000
2.6238,-0.8270,3.0000
2.5743,-0.8060,3.0000
2.5401,-0.7839,3.0000
2.4758,-0.7544,3.0000
2.4111,-0.7295,3.0000
2.3617,-0.7082,3.0000
2.3124,-0.6868,3.0000
2.2775,-0.6687,3.0000
2.2291,-0.6422,3.0000
2.1647,-0.6167,3.0000
2.1005,-0.5912,3.0000
2.0359,-0.5706,3.0000
1.9714,-0.5501,3.0000
1.9121,-0.5317,3.0000
1.8616,-0.5193,3.0000
1.8265,-0.5104,3.0000
1.7769,-0.4930,3.0000
1.7111,-0.4769,3.0000
1.6611,-0.4644,3.0000
1.6262,-0.4552,3.0000
1.5769,-0.4371,3.0000
1.5115,-0.4195,3.0000
1.4465,-0.4013,3.0000
1.3809,-0.3874,3.0000
1.3309,-0.3768,3.0000
1.2809,-0.3657,3.0000
1.2309,-0.3546,3.0000
1.1809,-0.3433,3.0000
1.1013,-0.3321,3.0000
1.0220,-0.3305,3.0000
0.9570,-0.3254,3.0000
0.8915,-0.3249,3.0000
0.8415,-0.3275,3.0000
0.7915,-0.3299,3.0000
0.7264,-0.3284,3.0000
0.6607,-0.3315,3.0000
