-0.8639,-3.1896,0.5024
-0.8142,-3.2169,0.4776
-0.7704,-3.2380,0.418
-0.7265,-3.2558,0.3915
-0.6755,-3.2771,0.4063
-0.6250,-3.2995,0.422
-0.5670,-3.3258,0.4179
-0.5049,-3.3528,0.393
-0.4431,-3.3772,0.4087
-0.3741,-3.4095,0.4648
-0.3152,-3.4413,0.5005
-0.2566,-3.4737,0.5169
-0.2051,-3.5039,0.5136
-0.1539,-3.5317,0.5214
-0.0952,-3.5671,0.5476
-0.0366,-3.6032,0.5748
0.0218,-3.6428,0.6072
0.0793,-3.6837,0.6358
0.1299,-3.7226,0.6423
0.1800,-3.7590,0.6427
0.2375,-3.8032,0.6622
0.2877,-3.8430,0.6697
0.3447,-3.8881,0.6813
0.4021,-3.9358,0.7014
0.4523,-3.9790,0.7156
0.5020,-4.0226,0.7221
0.5516,-4.0664,0.7143
0.6085,-4.1150,0.7248
0.6653,-4.1671,0.7561
0.7143,-4.2147,0.7872
0.7676,-4.2698,0.8144
0.8178,-4.3245,0.8179
0.8635,-4.3721,0.7941
0.9164,-4.4247,0.7985
0.9692,-4.4807,0.8241
1.0151,-4.5314,0.8355
1.0611,-4.5822,0.8461
1.1113,-4.6400,0.8692
1.1586,-4.6976,0.8825
1.2007,-4.7488,0.8889
1.2472,-4.8068,0.9127
1.2904,-4.8648,0.9268
1.3292,-4.9160,0.9165
1.3686,-4.9667,0.9091
1.4131,-5.0237,0.9293
1.4489,-5.0742,0.9274
1.4837,-5.1178,0.8966
1.5237,-5.1678,0.8961
1.5637,-5.2178,0.9186
1.5967,-5.2634,0.9222
1.6299,-5.3052,0.9045
1.6628,-5.3475,0.8785
1.6915,-5.3795,0.8105
1.7233,-5.4111,0.8439
1.7486,-5.4437,0.8784
1.7696,-5.4670,0.6925
1.8046,-5.4901,0.6109
1.8443,-5.5193,0.6635
1.8727,-5.5434,0.5805
1.9068,-5.5603,0.4152
1.9458,-5.5756,0.4186
1.9778,-5.5918,0.4351
2.0094,-5.6052,0.3354
2.0523,-5.6178,0.2928
2.1028,-5.6333,0.3133
2.1412,-5.6466,0.2868
2.1798,-5.6560,0.2392
2.2185,-5.6654,0.2821
2.2449,-5.6749,0.2851
2.2837,-5.6846,0.1779
2.3337,-5.6908,0.1029
2.3730,-5.6938,0.0412
2.4120,-5.6941,0.0267
2.4620,-5.6962,0.0468
2.4897,-5.6977,0.0253
2.5173,-5.6948,0.0806
2.5673,-5.6914,0.0688
2.6173,-5.6879,0.0944
2.6448,-5.6841,0.2097
2.6720,-5.6763,0.2038
2.7220,-5.6681,0.1667
2.7720,-5.6594,0.1724
2.8103,-5.6528,0.209
2.8609,-5.6406,0.2254
2.9105,-5.6298,0.2358
2.9494,-5.6193,0.2701
2.9881,-5.6083,0.2714
3.0207,-5.5995,0.333
3.0599,-5.5835,0.3744
3.1103,-5.5642,0.3709
3.1604,-5.5444,0.3918
3.1994,-5.5274,0.4277
3.2319,-5.5118,0.4513
3.2757,-5.4904,0.4643
3.3192,-5.4681,0.5279
3.3522,-5.4459,0.6161
3.3855,-5.4212,0.61
3.4305,-5.3912,0.5955
3.4751,-5.3604,0.6031
3.5151,-5.3328,0.6314
3.5517,-5.3044,0.7053
3.5927,-5.2668,0.7267
3.6353,-5.2301,0.6772
3.6655,-5.2083,0.7496
3.6960,-5.1736,0.861
3.7256,-5.1383,0.8631
3.7501,-5.1103,0.851
3.7786,-5.0778,0.9218
3.8068,-5.0356,0.9938
3.8339,-4.9929,1.0008
3.8553,-4.9599,1.0322
