-1.1561,-3.8504,1.4775
-1.1058,-3.8765,1.5007
-1.0496,-3.9087,1.4979
-0.9935,-3.9375,1.4758
-0.9445,-3.9629,1.4670
-0.8950,-3.9872,1.4538
-0.8530,-4.0075,1.5287
-0.8151,-4.0338,1.5687
-0.7769,-4.0561,1.5597
-0.7459,-4.0772,1.5986
-0.7048,-4.1053,1.5941
-0.6634,-4.1330,1.6193
-0.6149,-4.1694,1.6150
-0.5661,-4.2017,1.6142
-0.5248,-4.2329,1.6419
-0.4834,-4.2635,1.6584
-0.4418,-4.2972,1.6664
-0.3993,-4.3296,1.6750
-0.3499,-4.3707,1.6658
-0.3000,-4.4076,1.6671
-0.2575,-4.4435,1.6891
-0.2077,-4.4837,1.6805
-0.1647,-4.5186,1.7122
-0.1221,-4.5575,1.7285
-0.0723,-4.6010,1.7126
-0.0220,-4.6440,1.7061
0.0284,-4.6869,1.7138
0.0715,-4.7250,1.7433
0.1147,-4.7662,1.7451
0.1657,-4.8119,1.7101
0.2124,-4.8502,1.7085
0.2555,-4.8889,1.7486
0.3032,-4.9345,1.7755
0.3436,-4.9753,1.8087
0.3841,-5.0193,1.8151
0.4315,-5.0686,1.8042
0.4789,-5.1178,1.7903
0.5221,-5.1600,1.7980
0.5614,-5.2024,1.8274
0.6059,-5.2512,1.8202
0.6461,-5.2932,1.8289
0.6829,-5.3352,1.8610
0.7241,-5.3840,1.8755
0.7648,-5.4333,1.8812
0.8002,-5.4763,1.9024
0.8378,-5.5258,1.9074
0.8830,-5.5822,1.8956
0.9230,-5.6322,1.8961
0.9630,-5.6822,1.8760
1.0100,-5.7366,1.8463
1.0568,-5.7882,1.8296
1.1038,-5.8391,1.8212
1.1552,-5.8939,1.8018
1.2100,-5.9489,1.7224
1.2714,-5.9963,1.6546
1.3371,-6.0464,1.6463
1.3954,-6.0899,1.6264
1.4490,-6.1274,1.5545
1.5140,-6.1633,1.5275
1.5732,-6.1997,1.5544
1.6342,-6.2378,1.4876
1.7022,-6.2682,1.3965
1.7706,-6.2948,1.3609
1.8277,-6.3155,1.3467
1.8772,-6.3333,1.3285
1.9388,-6.3534,1.2944
2.0002,-6.3706,1.2739
2.0615,-6.3879,1.2033
2.1351,-6.3985,1.1050
2.1963,-6.4021,1.0960
2.2463,-6.4092,1.1563
2.3070,-6.4195,1.1369
2.3680,-6.4259,1.0983
2.4180,-6.4305,1.0791
2.4903,-6.4356,1.0097
2.5627,-6.4319,1.0577
2.6127,-6.4286,1.0644
2.6627,-6.4254,1.0489
2.7352,-6.4226,1.1031
2.8080,-6.4104,1.1933
2.8580,-6.3985,1.2277
2.9080,-6.3872,1.2170
2.9697,-6.3739,1.2453
3.0191,-6.3594,1.2331
3.0695,-6.3502,1.2240
